Scholarship_Name,Gender,Caste,Religion,Education,Income,ExServicemen,Disability,Sports,Percentage,Status
Post Matric Scholarship to OBC Students,Female,OBC,Hindu,Undergraduate,62022,No,No,No,91.26,Eligible
Education Concession to Children of Ex-Servicemen,Male,OBC,Hindu,HSC,203440,Yes,No,No,47.98,Not Eligible
Post Matric Scholarship to OBC Students,Female,OBC,Hindu,HSC,826485,No,No,No,78.08,Not Eligible
Rajarshi Chhatrapati Shahu Maharaj EBC Scheme,Female,ST,Hindu,SSC,1094626,No,No,Yes,56.88,Not Eligible
Post Matric Scholarship to OBC Students,Female,OBC,Hindu,Diploma,394965,No,No,Yes,82.21,Eligible
Post Matric Scholarship to SBC Students,Female,SBC,Hindu,SSC,1154102,No,Yes,Yes,73.53,Not Eligible
Rajarshi Chhatrapati Shahu Maharaj EBC Scheme,Male,ST,Hindu,Postgraduate,732705,No,No,No,56.87,Eligible
Post Matric Scholarship to VJNT Students,Female,VJNT,Hindu,PhD,681279,No,No,No,40.22,Not Eligible
Rajarshi Chhatrapati Shahu Maharaj EBC Scheme,Male,ST,Hindu,SSC,1095318,No,No,No,91.07,Not Eligible
State Minority Scholarship Part II,Female,Open,Jain,Undergraduate,180053,No,Yes,No,57.67,Eligible
State Minority Scholarship Part II,Male,Open,Jain,HSC,1037559,No,No,No,69.96,Not Eligible
Post Matric Scholarship to OBC Students,Male,OBC,Hindu,HSC,448662,No,Yes,No,65.62,Eligible
Post Matric Scholarship to VJNT Students,Female,VJNT,Hindu,SSC,1183353,No,No,No,85.46,Not Eligible
Post Matric Scholarship to VJNT Students,Male,VJNT,Hindu,HSC,232193,No,No,No,81.94,Eligible
Govt. of India Post-Matric Scholarship,Male,SC,Hindu,Diploma,376982,No,No,No,90.96,Eligible
State Minority Scholarship Part II,Male,Open,Sikh,Diploma,100081,No,No,No,48.99,Not Eligible
Rajarshi Chhatrapati Shahu Maharaj EBC Scheme,Female,ST,Hindu,Undergraduate,129919,No,No,No,69.49,Eligible
Education Concession to Children of Ex-Servicemen,Female,SBC,Hindu,Diploma,675363,Yes,No,Yes,90.41,Eligible
State Minority Scholarship Part II,Male,Open,Sikh,HSC,947145,No,No,No,82.22,Not Eligible
Education Concession to Children of Ex-Servicemen,Female,OBC,Hindu,PhD,657897,Yes,No,No,83.67,Eligible
Rajarshi Chhatrapati Shahu Maharaj EBC Scheme,Female,ST,Hindu,SSC,973605,No,No,No,47.06,Not Eligible
State Minority Scholarship Part II,Female,Open,Christian,PhD,1030935,No,No,No,63.63,Not Eligible
Post Matric Scholarship to VJNT Students,Male,VJNT,Hindu,HSC,672667,No,No,No,58.03,Eligible
Post Matric Scholarship to VJNT Students,Male,VJNT,Hindu,Undergraduate,400718,No,No,No,76.71,Eligible
Post Matric Scholarship to VJNT Students,Female,VJNT,Hindu,PhD,766629,No,No,No,70.96,Eligible
Post Matric Scholarship to SBC Students,Female,SBC,Hindu,Diploma,893996,No,No,No,85.77,Not Eligible
Rajarshi Chhatrapati Shahu Maharaj EBC Scheme,Male,Open,Hindu,SSC,455167,No,No,No,91.1,Eligible
Post Matric Scholarship to OBC Students,Female,OBC,Hindu,SSC,80998,No,No,No,75.42,Eligible
Post Matric Scholarship to SBC Students,Female,SBC,Hindu,SSC,742941,No,No,No,79.8,Eligible
Post Matric Scholarship to OBC Students,Female,OBC,Hindu,SSC,1122264,No,No,No,92.1,Not Eligible
Post Matric Scholarship to VJNT Students,Male,VJNT,Hindu,Postgraduate,1048913,No,No,Yes,53.18,Not Eligible
State Minority Scholarship Part II,Female,Open,Sikh,SSC,684127,No,No,No,92.11,Eligible
Rajarshi Chhatrapati Shahu Maharaj EBC Scheme,Male,EWS,Hindu,Diploma,901445,No,No,No,78.07,Not Eligible
Rajarshi Chhatrapati Shahu Maharaj EBC Scheme,Female,ST,Hindu,PhD,1092584,No,No,No,77.12,Not Eligible
State Minority Scholarship Part II,Male,Open,Muslim,SSC,492786,No,No,No,68.31,Eligible
State Minority Scholarship Part II,Female,Open,Buddhist,HSC,741052,No,No,No,54.76,Eligible
State Minority Scholarship Part II,Male,Open,Muslim,PhD,50463,No,No,No,81.21,Eligible
Post Matric Scholarship to SBC Students,Male,SBC,Hindu,Postgraduate,260429,No,No,Yes,55.62,Eligible
Post Matric Scholarship to VJNT Students,Female,VJNT,Hindu,PhD,39858,No,Yes,No,41.77,Not Eligible
Education Concession to Children of Ex-Servicemen,Male,VJNT,Hindu,Postgraduate,979242,Yes,No,No,65.46,Not Eligible
State Minority Scholarship Part II,Female,Open,Jain,Diploma,1025544,No,No,No,72.91,Not Eligible
Govt. of India Post-Matric Scholarship,Female,SC,Hindu,Diploma,801305,No,No,No,81.74,Eligible
Education Concession to Children of Ex-Servicemen,Male,OBC,Hindu,Postgraduate,151105,Yes,No,No,84.0,Eligible
Post Matric Scholarship to VJNT Students,Male,VJNT,Hindu,Diploma,184100,No,No,No,63.72,Eligible
Post Matric Scholarship to SBC Students,Female,SBC,Hindu,SSC,724391,No,No,No,96.42,Eligible
Post Matric Scholarship to OBC Students,Male,OBC,Hindu,HSC,643275,No,No,No,56.14,Eligible
Rajarshi Chhatrapati Shahu Maharaj EBC Scheme,Female,EWS,Hindu,Postgraduate,329435,No,No,No,66.86,Eligible
Govt. of India Post-Matric Scholarship,Male,SC,Hindu,PhD,118760,No,No,No,51.59,Eligible
Rajarshi Chhatrapati Shahu Maharaj EBC Scheme,Male,ST,Hindu,Postgraduate,924610,No,No,No,40.7,Not Eligible
Rajarshi Chhatrapati Shahu Maharaj EBC Scheme,Female,EWS,Hindu,Undergraduate,995674,No,No,No,41.95,Not Eligible
Education Concession to Children of Ex-Servicemen,Female,SBC,Hindu,Undergraduate,63942,Yes,No,No,57.24,Eligible
Education Concession to Children of Ex-Servicemen,Male,Open,Sikh,Undergraduate,773235,Yes,No,No,46.33,Not Eligible
Post Matric Scholarship to VJNT Students,Female,VJNT,Hindu,PhD,734522,No,No,No,79.95,Eligible
Govt. of India Post-Matric Scholarship,Male,SC,Hindu,PhD,70009,No,No,No,44.81,Not Eligible
Post Matric Scholarship to SBC Students,Female,SBC,Hindu,Postgraduate,697190,No,No,No,81.5,Eligible
Post Matric Scholarship to VJNT Students,Female,VJNT,Hindu,HSC,348871,No,No,No,47.23,Not Eligible
Post Matric Scholarship to VJNT Students,Female,VJNT,Hindu,HSC,1014117,No,No,No,64.2,Not Eligible
Post Matric Scholarship to SBC Students,Female,SBC,Hindu,Undergraduate,575863,No,No,No,46.39,Not Eligible
Post Matric Scholarship to SBC Students,Female,SBC,Hindu,HSC,890640,No,No,No,91.28,Not Eligible
Post Matric Scholarship to OBC Students,Female,OBC,Hindu,HSC,621590,No,No,No,74.05,Eligible
Education Concession to Children of Ex-Servicemen,Male,VJNT,Hindu,PhD,806921,Yes,No,No,98.83,Not Eligible
Rajarshi Chhatrapati Shahu Maharaj EBC Scheme,Female,EWS,Hindu,Diploma,776773,No,No,No,72.23,Eligible
State Minority Scholarship Part II,Female,Open,Muslim,Undergraduate,982383,No,No,No,71.85,Not Eligible
Rajarshi Chhatrapati Shahu Maharaj EBC Scheme,Male,ST,Hindu,SSC,172792,No,No,No,52.19,Eligible
Post Matric Scholarship to SBC Students,Male,SBC,Hindu,SSC,435531,No,No,No,48.4,Not Eligible
Post Matric Scholarship to OBC Students,Male,OBC,Hindu,Undergraduate,600729,No,No,No,81.69,Eligible
Govt. of India Post-Matric Scholarship,Male,SC,Hindu,Diploma,634513,No,Yes,Yes,59.36,Eligible
Post Matric Scholarship to VJNT Students,Male,VJNT,Hindu,HSC,396661,No,No,No,50.98,Eligible
Govt. of India Post-Matric Scholarship,Female,SC,Hindu,PhD,1087085,No,No,No,56.14,Not Eligible
Rajarshi Chhatrapati Shahu Maharaj EBC Scheme,Female,ST,Hindu,SSC,858942,No,No,No,40.31,Not Eligible
Rajarshi Chhatrapati Shahu Maharaj EBC Scheme,Male,EWS,Hindu,Postgraduate,254962,No,No,No,77.08,Eligible
Education Concession to Children of Ex-Servicemen,Female,VJNT,Hindu,SSC,566626,Yes,No,No,95.36,Eligible
Govt. of India Post-Matric Scholarship,Male,SC,Hindu,Undergraduate,157445,No,No,No,90.75,Eligible
Post Matric Scholarship to OBC Students,Male,OBC,Hindu,SSC,264619,No,No,No,61.13,Eligible
Govt. of India Post-Matric Scholarship,Male,SC,Hindu,Postgraduate,639304,No,No,No,98.7,Eligible
Post Matric Scholarship to SBC Students,Female,SBC,Hindu,HSC,237129,No,No,Yes,44.07,Not Eligible
Post Matric Scholarship to OBC Students,Male,OBC,Hindu,Diploma,364102,No,No,No,65.41,Eligible
Govt. of India Post-Matric Scholarship,Female,SC,Hindu,HSC,124139,No,No,Yes,57.42,Eligible
Post Matric Scholarship to SBC Students,Male,SBC,Hindu,HSC,1155139,No,No,No,75.48,Not Eligible
Education Concession to Children of Ex-Servicemen,Male,EWS,Hindu,SSC,563861,Yes,Yes,No,68.93,Eligible
Post Matric Scholarship to SBC Students,Female,SBC,Hindu,SSC,730878,No,No,No,52.24,Eligible
Post Matric Scholarship to OBC Students,Female,OBC,Hindu,Undergraduate,1054163,No,No,No,95.32,Not Eligible
Education Concession to Children of Ex-Servicemen,Male,ST,Hindu,PhD,284340,Yes,No,No,93.99,Eligible
Post Matric Scholarship to SBC Students,Female,SBC,Hindu,Postgraduate,401872,No,No,No,57.91,Eligible
State Minority Scholarship Part II,Male,Open,Sikh,Diploma,400120,No,No,No,76.4,Eligible
Rajarshi Chhatrapati Shahu Maharaj EBC Scheme,Male,EWS,Hindu,HSC,822660,No,No,No,48.13,Not Eligible
Education Concession to Children of Ex-Servicemen,Male,ST,Hindu,HSC,370745,Yes,No,No,89.17,Eligible
Post Matric Scholarship to VJNT Students,Female,VJNT,Hindu,PhD,544139,No,No,No,49.6,Not Eligible
Rajarshi Chhatrapati Shahu Maharaj EBC Scheme,Male,ST,Hindu,Diploma,129114,No,No,No,90.63,Eligible
Govt. of India Post-Matric Scholarship,Female,SC,Hindu,Postgraduate,944026,No,No,No,67.28,Eligible
Govt. of India Post-Matric Scholarship,Female,SC,Hindu,Diploma,536354,No,No,Yes,58.66,Eligible
Post Matric Scholarship to SBC Students,Male,SBC,Hindu,Postgraduate,43237,No,No,No,51.64,Eligible
Rajarshi Chhatrapati Shahu Maharaj EBC Scheme,Female,ST,Hindu,Diploma,592833,No,No,No,59.12,Eligible
Post Matric Scholarship to SBC Students,Male,SBC,Hindu,Undergraduate,898544,No,No,No,61.95,Not Eligible
Rajarshi Chhatrapati Shahu Maharaj EBC Scheme,Male,EWS,Hindu,SSC,752505,No,No,No,52.17,Eligible
State Minority Scholarship Part II,Male,Open,Christian,Diploma,1155444,No,No,No,84.14,Not Eligible
Post Matric Scholarship to OBC Students,Female,OBC,Hindu,HSC,792043,No,No,No,64.66,Eligible
Education Concession to Children of Ex-Servicemen,Female,SC,Hindu,Postgraduate,626214,Yes,No,No,88.63,Eligible
State Minority Scholarship Part II,Male,Open,Buddhist,SSC,214190,No,No,No,81.97,Eligible
Post Matric Scholarship to OBC Students,Male,OBC,Hindu,HSC,886316,No,No,No,62.44,Not Eligible
Post Matric Scholarship to SBC Students,Female,SBC,Hindu,Postgraduate,197532,No,No,No,44.58,Not Eligible
State Minority Scholarship Part II,Female,Open,Jain,Diploma,619803,No,No,No,86.7,Eligible
Rajarshi Chhatrapati Shahu Maharaj EBC Scheme,Female,Open,Hindu,PhD,1192433,No,Yes,No,62.47,Not Eligible
Post Matric Scholarship to SBC Students,Female,SBC,Hindu,Postgraduate,199913,No,No,No,57.65,Eligible
Govt. of India Post-Matric Scholarship,Male,SC,Hindu,Diploma,784108,No,No,No,41.49,Not Eligible
Rajarshi Chhatrapati Shahu Maharaj EBC Scheme,Male,Open,Hindu,HSC,1138123,No,No,No,69.99,Not Eligible
Post Matric Scholarship to SBC Students,Male,SBC,Hindu,Postgraduate,481605,No,No,No,81.4,Eligible
Rajarshi Chhatrapati Shahu Maharaj EBC Scheme,Male,EWS,Hindu,Diploma,672851,No,No,No,84.29,Eligible
Post Matric Scholarship to SBC Students,Male,SBC,Hindu,Undergraduate,1046325,No,No,No,94.48,Not Eligible
Post Matric Scholarship to OBC Students,Male,OBC,Hindu,Undergraduate,90682,No,No,No,52.86,Eligible
Rajarshi Chhatrapati Shahu Maharaj EBC Scheme,Male,Open,Hindu,SSC,32904,No,No,No,69.2,Eligible
Post Matric Scholarship to SBC Students,Male,SBC,Hindu,Postgraduate,969956,No,No,No,58.76,Not Eligible
Govt. of India Post-Matric Scholarship,Male,SC,Hindu,PhD,270171,No,Yes,Yes,67.54,Eligible
Post Matric Scholarship to VJNT Students,Male,VJNT,Hindu,SSC,633303,No,No,Yes,95.54,Eligible
Rajarshi Chhatrapati Shahu Maharaj EBC Scheme,Female,ST,Hindu,Postgraduate,783720,No,No,No,46.74,Not Eligible
Post Matric Scholarship to SBC Students,Male,SBC,Hindu,PhD,1169154,No,No,No,71.2,Not Eligible
Education Concession to Children of Ex-Servicemen,Male,EWS,Hindu,Undergraduate,1126639,Yes,No,No,85.23,Not Eligible
Govt. of India Post-Matric Scholarship,Male,SC,Hindu,Undergraduate,254437,No,No,No,76.25,Eligible
Education Concession to Children of Ex-Servicemen,Female,SBC,Hindu,HSC,323847,Yes,No,Yes,84.66,Eligible
Govt. of India Post-Matric Scholarship,Female,SC,Hindu,SSC,189417,No,No,No,62.42,Eligible
Rajarshi Chhatrapati Shahu Maharaj EBC Scheme,Male,EWS,Hindu,Postgraduate,1177200,No,No,Yes,56.49,Not Eligible
Post Matric Scholarship to VJNT Students,Male,VJNT,Hindu,SSC,867597,No,No,No,46.03,Not Eligible
Post Matric Scholarship to SBC Students,Female,SBC,Hindu,HSC,798401,No,No,No,89.73,Eligible
Education Concession to Children of Ex-Servicemen,Male,VJNT,Hindu,SSC,1094909,Yes,No,Yes,84.24,Not Eligible
Post Matric Scholarship to OBC Students,Female,OBC,Hindu,Diploma,787314,No,No,No,80.74,Eligible
State Minority Scholarship Part II,Female,Open,Christian,Postgraduate,310205,No,Yes,No,90.54,Eligible
Post Matric Scholarship to VJNT Students,Male,VJNT,Hindu,HSC,995883,No,Yes,No,59.67,Not Eligible
Rajarshi Chhatrapati Shahu Maharaj EBC Scheme,Female,EWS,Hindu,PhD,978704,No,No,Yes,42.78,Not Eligible
Rajarshi Chhatrapati Shahu Maharaj EBC Scheme,Male,EWS,Hindu,HSC,455484,No,No,No,61.01,Eligible
Post Matric Scholarship to SBC Students,Female,SBC,Hindu,PhD,520488,No,No,No,54.89,Eligible
Govt. of India Post-Matric Scholarship,Female,SC,Hindu,SSC,312408,No,No,No,84.2,Eligible
State Minority Scholarship Part II,Female,Open,Christian,PhD,864488,No,No,No,70.8,Not Eligible
Rajarshi Chhatrapati Shahu Maharaj EBC Scheme,Male,EWS,Hindu,Diploma,1130532,No,Yes,No,93.94,Not Eligible
Post Matric Scholarship to OBC Students,Male,OBC,Hindu,Postgraduate,334232,No,No,No,69.08,Eligible
Rajarshi Chhatrapati Shahu Maharaj EBC Scheme,Male,ST,Hindu,Undergraduate,832062,No,No,No,81.22,Not Eligible
Post Matric Scholarship to OBC Students,Male,OBC,Hindu,SSC,778428,No,No,No,72.34,Eligible
Post Matric Scholarship to OBC Students,Female,OBC,Hindu,SSC,239888,No,No,No,59.43,Eligible
Post Matric Scholarship to SBC Students,Male,SBC,Hindu,Diploma,1185758,No,No,Yes,76.24,Not Eligible
Govt. of India Post-Matric Scholarship,Female,SC,Hindu,Postgraduate,540280,No,No,Yes,46.44,Not Eligible
Post Matric Scholarship to OBC Students,Male,OBC,Hindu,Postgraduate,953429,No,No,No,74.53,Not Eligible
State Minority Scholarship Part II,Male,Open,Sikh,PhD,818592,No,No,Yes,90.28,Not Eligible
Rajarshi Chhatrapati Shahu Maharaj EBC Scheme,Male,EWS,Hindu,SSC,664147,No,No,No,63.66,Eligible
Post Matric Scholarship to SBC Students,Male,SBC,Hindu,SSC,848192,No,No,No,84.35,Not Eligible
Post Matric Scholarship to VJNT Students,Female,VJNT,Hindu,HSC,1002082,No,No,Yes,45.02,Not Eligible
Govt. of India Post-Matric Scholarship,Male,SC,Hindu,Diploma,237356,No,No,No,70.78,Eligible
Post Matric Scholarship to OBC Students,Male,OBC,Hindu,PhD,488664,No,No,No,63.91,Eligible
Post Matric Scholarship to VJNT Students,Female,VJNT,Hindu,PhD,61990,No,No,No,42.68,Not Eligible
Govt. of India Post-Matric Scholarship,Female,SC,Hindu,HSC,172705,No,No,No,92.99,Eligible
Rajarshi Chhatrapati Shahu Maharaj EBC Scheme,Male,EWS,Hindu,SSC,729645,No,No,No,71.51,Eligible
Govt. of India Post-Matric Scholarship,Female,SC,Hindu,Postgraduate,1003576,No,No,No,76.22,Not Eligible
Post Matric Scholarship to OBC Students,Male,OBC,Hindu,Undergraduate,375241,No,No,No,70.12,Eligible
Rajarshi Chhatrapati Shahu Maharaj EBC Scheme,Female,EWS,Hindu,Diploma,363078,No,No,No,42.79,Not Eligible
Post Matric Scholarship to OBC Students,Female,OBC,Hindu,Postgraduate,516853,No,No,No,64.52,Eligible
Govt. of India Post-Matric Scholarship,Female,SC,Hindu,Undergraduate,894532,No,No,No,90.46,Eligible
Post Matric Scholarship to OBC Students,Female,OBC,Hindu,SSC,822728,No,No,No,66.49,Not Eligible
Education Concession to Children of Ex-Servicemen,Female,SBC,Hindu,SSC,468463,Yes,No,No,80.18,Eligible
Rajarshi Chhatrapati Shahu Maharaj EBC Scheme,Female,ST,Hindu,HSC,331525,No,No,No,43.94,Not Eligible
Rajarshi Chhatrapati Shahu Maharaj EBC Scheme,Male,EWS,Hindu,Undergraduate,718870,No,No,No,58.64,Eligible
Post Matric Scholarship to VJNT Students,Male,VJNT,Hindu,PhD,666409,No,No,Yes,58.63,Eligible
Govt. of India Post-Matric Scholarship,Male,SC,Hindu,Postgraduate,74829,No,No,No,86.33,Eligible
Post Matric Scholarship to VJNT Students,Female,VJNT,Hindu,Undergraduate,150559,No,No,No,60.86,Eligible
Rajarshi Chhatrapati Shahu Maharaj EBC Scheme,Male,EWS,Hindu,SSC,614988,No,No,Yes,70.45,Eligible
Rajarshi Chhatrapati Shahu Maharaj EBC Scheme,Male,EWS,Hindu,Undergraduate,1163537,No,No,Yes,85.06,Not Eligible
State Minority Scholarship Part II,Male,Open,Muslim,HSC,942992,No,No,No,71.13,Not Eligible
Education Concession to Children of Ex-Servicemen,Male,VJNT,Hindu,PhD,956954,Yes,No,No,98.6,Not Eligible
Post Matric Scholarship to OBC Students,Male,OBC,Hindu,HSC,958028,No,No,No,43.12,Not Eligible
Rajarshi Chhatrapati Shahu Maharaj EBC Scheme,Female,EWS,Hindu,Undergraduate,1015920,No,No,No,45.14,Not Eligible
Rajarshi Chhatrapati Shahu Maharaj EBC Scheme,Female,ST,Hindu,Diploma,476745,No,No,No,93.65,Eligible
Rajarshi Chhatrapati Shahu Maharaj EBC Scheme,Female,EWS,Hindu,PhD,212424,No,No,No,70.4,Eligible
State Minority Scholarship Part II,Male,Open,Sikh,Postgraduate,240330,No,No,No,58.51,Eligible
State Minority Scholarship Part II,Male,Open,Muslim,SSC,895910,No,No,Yes,60.1,Not Eligible
State Minority Scholarship Part II,Female,Open,Christian,Postgraduate,1179819,No,No,Yes,66.74,Not Eligible
Rajarshi Chhatrapati Shahu Maharaj EBC Scheme,Female,EWS,Hindu,SSC,487064,No,No,No,64.57,Eligible
Post Matric Scholarship to OBC Students,Female,OBC,Hindu,HSC,229873,No,No,No,92.62,Eligible
Education Concession to Children of Ex-Servicemen,Female,EWS,Hindu,PhD,534976,Yes,No,No,57.53,Eligible
Post Matric Scholarship to OBC Students,Male,OBC,Hindu,PhD,1173241,No,No,No,52.13,Not Eligible
Rajarshi Chhatrapati Shahu Maharaj EBC Scheme,Female,ST,Hindu,SSC,443858,No,No,Yes,41.48,Not Eligible
Education Concession to Children of Ex-Servicemen,Female,Open,Christian,PhD,778486,Yes,No,Yes,65.84,Eligible
Post Matric Scholarship to VJNT Students,Male,VJNT,Hindu,SSC,119827,No,No,No,84.58,Eligible
Post Matric Scholarship to SBC Students,Male,SBC,Hindu,Diploma,372841,No,No,No,47.98,Not Eligible
Rajarshi Chhatrapati Shahu Maharaj EBC Scheme,Male,ST,Hindu,Diploma,223759,No,No,No,64.78,Eligible
Post Matric Scholarship to VJNT Students,Female,VJNT,Hindu,HSC,761219,No,No,No,92.16,Eligible
State Minority Scholarship Part II,Male,Open,Buddhist,Postgraduate,56082,No,No,No,53.35,Eligible
Post Matric Scholarship to OBC Students,Female,OBC,Hindu,Undergraduate,332120,No,No,No,74.15,Eligible
Education Concession to Children of Ex-Servicemen,Female,VJNT,Hindu,PhD,575411,Yes,No,No,51.69,Eligible
Rajarshi Chhatrapati Shahu Maharaj EBC Scheme,Female,EWS,Hindu,Postgraduate,1167395,No,No,No,92.41,Not Eligible
State Minority Scholarship Part II,Male,Open,Christian,SSC,641240,No,No,No,69.23,Eligible
Post Matric Scholarship to SBC Students,Male,SBC,Hindu,Diploma,596105,No,No,No,42.77,Not Eligible
Post Matric Scholarship to OBC Students,Male,OBC,Hindu,PhD,724402,No,No,No,95.36,Eligible
Govt. of India Post-Matric Scholarship,Male,SC,Hindu,Postgraduate,112448,No,No,No,83.59,Eligible
State Minority Scholarship Part II,Male,Open,Sikh,Postgraduate,1195343,No,No,No,70.92,Not Eligible
Rajarshi Chhatrapati Shahu Maharaj EBC Scheme,Female,EWS,Hindu,HSC,51327,No,Yes,No,84.2,Eligible
Rajarshi Chhatrapati Shahu Maharaj EBC Scheme,Male,Open,Hindu,HSC,596098,No,No,No,46.84,Not Eligible
Rajarshi Chhatrapati Shahu Maharaj EBC Scheme,Male,Open,Hindu,Undergraduate,460055,No,No,No,92.99,Eligible
Post Matric Scholarship to OBC Students,Male,OBC,Hindu,PhD,744062,No,No,No,55.54,Eligible
Govt. of India Post-Matric Scholarship,Female,SC,Hindu,Postgraduate,584094,No,No,Yes,78.81,Eligible
Rajarshi Chhatrapati Shahu Maharaj EBC Scheme,Female,ST,Hindu,Postgraduate,520266,No,No,Yes,85.17,Eligible
State Minority Scholarship Part II,Female,Open,Sikh,PhD,252371,No,No,No,83.42,Eligible
Govt. of India Post-Matric Scholarship,Female,SC,Hindu,Undergraduate,914020,No,No,No,70.8,Eligible
Post Matric Scholarship to VJNT Students,Female,VJNT,Hindu,Undergraduate,855094,No,No,No,53.94,Not Eligible
Rajarshi Chhatrapati Shahu Maharaj EBC Scheme,Female,EWS,Hindu,HSC,840427,No,No,No,94.06,Not Eligible
Education Concession to Children of Ex-Servicemen,Female,ST,Hindu,Postgraduate,1106441,Yes,No,No,87.99,Not Eligible
Post Matric Scholarship to OBC Students,Male,OBC,Hindu,HSC,807469,No,No,No,51.17,Not Eligible
Rajarshi Chhatrapati Shahu Maharaj EBC Scheme,Male,ST,Hindu,SSC,44512,No,No,No,72.15,Eligible
Rajarshi Chhatrapati Shahu Maharaj EBC Scheme,Female,ST,Hindu,Diploma,157424,No,No,No,92.43,Eligible
Post Matric Scholarship to OBC Students,Male,OBC,Hindu,Postgraduate,380139,No,No,No,80.53,Eligible
Rajarshi Chhatrapati Shahu Maharaj EBC Scheme,Male,ST,Hindu,SSC,1024660,No,No,No,77.6,Not Eligible
Post Matric Scholarship to OBC Students,Female,OBC,Hindu,HSC,94601,No,No,No,73.41,Eligible
Rajarshi Chhatrapati Shahu Maharaj EBC Scheme,Male,Open,Hindu,Postgraduate,848697,No,No,No,57.07,Not Eligible
Post Matric Scholarship to VJNT Students,Male,VJNT,Hindu,Postgraduate,763919,No,No,Yes,89.79,Eligible
Post Matric Scholarship to SBC Students,Male,SBC,Hindu,Diploma,132751,No,No,No,56.81,Eligible
Govt. of India Post-Matric Scholarship,Male,SC,Hindu,HSC,550881,No,Yes,Yes,82.74,Eligible
